,prices
335,"[1721606400000, 601.81724]"
336,"[1721692800000, 589.29265]"
337,"[1721779200000, 582.45291]"
338,"[1721865600000, 574.41065]"
339,"[1721952000000, 570.92838]"
340,"[1722038400000, 581.06882]"
341,"[1722124800000, 582.16317]"
342,"[1722211200000, 584.42148]"
343,"[1722297600000, 574.72127]"
344,"[1722384000000, 585.82037]"
345,"[1722470400000, 576.72359]"
346,"[1722556800000, 575.39551]"
347,"[1722643200000, 542.95364]"
348,"[1722729600000, 529.82476]"
349,"[1722816000000, 495.9643]"
350,"[1722902400000, 464.91722]"
351,"[1722988800000, 483.58147]"
352,"[1723075200000, 474.91518]"
353,"[1723161600000, 517.02002]"
354,"[1723248000000, 508.50599]"
355,"[1723334400000, 523.4082]"
356,"[1723420800000, 503.47231]"
357,"[1723507200000, 518.75222]"
358,"[1723593600000, 523.55345]"
359,"[1723680000000, 523.84226]"
360,"[1723766400000, 519.98979]"
361,"[1723852800000, 519.71784]"
362,"[1723939200000, 542.02837]"
363,"[1724025600000, 530.60358]"
364,"[1724112000000, 561.34669]"
