,prices
248,"[1714089600000, 478.74536]"
249,"[1714176000000, 482.60018]"
250,"[1714262400000, 477.95302]"
251,"[1714348800000, 470.2857]"
252,"[1714435200000, 465.49177]"
253,"[1714521600000, 434.53866]"
254,"[1714608000000, 424.11416]"
255,"[1714694400000, 429.5681]"
256,"[1714780800000, 452.95017]"
257,"[1714867200000, 463.0557]"
258,"[1714953600000, 469.18166]"
259,"[1715040000000, 473.25413]"
260,"[1715126400000, 471.28857]"
261,"[1715212800000, 448.63787]"
262,"[1715299200000, 455.15523]"
263,"[1715385600000, 426.61939]"
264,"[1715472000000, 429.08329]"
265,"[1715558400000, 433.25206]"
266,"[1715644800000, 437.26155]"
267,"[1715731200000, 428.89982]"
268,"[1715817600000, 464.47739]"
269,"[1715904000000, 444.85645]"
270,"[1715990400000, 466.38563]"
271,"[1716076800000, 475.59255]"
272,"[1716163200000, 484.82389]"
273,"[1716249600000, 515.13574]"
274,"[1716336000000, 514.8006]"
275,"[1716422400000, 498.84858]"
276,"[1716508800000, 490.71604]"
277,"[1716595200000, 494.50959]"
278,"[1716681600000, 493.37186]"
279,"[1716768000000, 484.00945]"
280,"[1716854400000, 489.16164]"
281,"[1716940800000, 469.87588]"
282,"[1717027200000, 465.54339]"
283,"[1717113600000, 465.23276]"
284,"[1717200000000, 455.21355]"
285,"[1717286400000, 463.06105]"
286,"[1717372800000, 458.37917]"
287,"[1717459200000, 464.74241]"
288,"[1717545600000, 477.32487]"
289,"[1717632000000, 495.59446]"
290,"[1717718400000, 495.60049]"
291,"[1717804800000, 477.97483]"
292,"[1717891200000, 469.84072]"
293,"[1717977600000, 474.39165]"
294,"[1718064000000, 468.85573]"
295,"[1718150400000, 446.23757]"
296,"[1718236800000, 454.33431]"
297,"[1718323200000, 431.22265]"
298,"[1718409600000, 422.62641]"
299,"[1718496000000, 429.61473]"
300,"[1718582400000, 428.16569]"
301,"[1718668800000, 420.0335]"
302,"[1718755200000, 389.37193]"
303,"[1718841600000, 388.30728]"
304,"[1718928000000, 389.82478]"
305,"[1719014400000, 382.76131]"
306,"[1719100800000, 392.11551]"
307,"[1719187200000, 381.1727]"
308,"[1719273600000, 364.40954]"
309,"[1719360000000, 388.59786]"
310,"[1719446400000, 373.43346]"
311,"[1719532800000, 388.61741]"
312,"[1719619200000, 385.44822]"
313,"[1719705600000, 380.31041]"
314,"[1719792000000, 393.755]"
315,"[1719878400000, 384.05162]"
316,"[1719964800000, 381.60307]"
317,"[1720051200000, 373.13376]"
318,"[1720137600000, 331.66884]"
319,"[1720224000000, 325.95235]"
320,"[1720310400000, 342.85608]"
321,"[1720396800000, 312.15298]"
322,"[1720483200000, 333.22028]"
323,"[1720569600000, 330.9497]"
324,"[1720656000000, 340.77139]"
325,"[1720742400000, 347.38696]"
326,"[1720828800000, 368.40892]"
327,"[1720915200000, 376.10332]"
328,"[1721001600000, 377.23403]"
329,"[1721088000000, 400.67158]"
330,"[1721174400000, 387.40345]"
