,prices
260,"[1715212800000, 61215.50401]"
261,"[1715299200000, 63148.59994]"
262,"[1715385600000, 60888.21675]"
263,"[1715472000000, 60776.97208]"
264,"[1715558400000, 61507.054]"
265,"[1715644800000, 62878.7833]"
266,"[1715731200000, 61569.11301]"
267,"[1715817600000, 66220.51831]"
268,"[1715904000000, 65260.8798]"
269,"[1715990400000, 67053.12327]"
270,"[1716076800000, 66912.61861]"
271,"[1716163200000, 66252.7126]"
272,"[1716249600000, 71430.297]"
273,"[1716336000000, 70189.83582]"
274,"[1716422400000, 69181.20086]"
275,"[1716508800000, 67906.46534]"
276,"[1716595200000, 68539.91647]"
277,"[1716681600000, 69268.44559]"
278,"[1716768000000, 68508.83111]"
279,"[1716854400000, 69367.23872]"
280,"[1716940800000, 68316.63588]"
281,"[1717027200000, 67577.26559]"
282,"[1717113600000, 68372.49288]"
283,"[1717200000000, 67474.95484]"
284,"[1717286400000, 67704.32642]"
285,"[1717372800000, 67740.0169]"
286,"[1717459200000, 68808.29369]"
287,"[1717545600000, 70600.01117]"
288,"[1717632000000, 71184.59943]"
289,"[1717718400000, 70759.58819]"
290,"[1717804800000, 69325.36239]"
291,"[1717891200000, 69315.10412]"
292,"[1717977600000, 69654.16074]"
293,"[1718064000000, 69493.17761]"
294,"[1718150400000, 67329.15233]"
295,"[1718236800000, 68224.51968]"
296,"[1718323200000, 66700.31697]"
297,"[1718409600000, 66011.07874]"
298,"[1718496000000, 66190.48749]"
299,"[1718582400000, 66615.53782]"
300,"[1718668800000, 66460.38898]"
301,"[1718755200000, 65109.31481]"
302,"[1718841600000, 64907.07461]"
303,"[1718928000000, 64844.67442]"
304,"[1719014400000, 64071.62428]"
305,"[1719100800000, 64239.90349]"
306,"[1719187200000, 63221.35738]"
307,"[1719273600000, 60363.23498]"
308,"[1719360000000, 61770.41387]"
309,"[1719446400000, 60749.89619]"
310,"[1719532800000, 61562.64533]"
311,"[1719619200000, 60317.09698]"
312,"[1719705600000, 60864.44316]"
313,"[1719792000000, 62734.39384]"
314,"[1719878400000, 62819.82227]"
315,"[1719964800000, 62042.56504]"
316,"[1720051200000, 60244.68076]"
317,"[1720137600000, 57189.17412]"
318,"[1720224000000, 56739.86285]"
319,"[1720310400000, 58230.48415]"
320,"[1720396800000, 55880.37538]"
321,"[1720483200000, 56665.14073]"
322,"[1720569600000, 57988.30351]"
323,"[1720656000000, 57704.20228]"
324,"[1720742400000, 57388.19248]"
325,"[1720828800000, 57899.28896]"
326,"[1720915200000, 59152.71914]"
327,"[1721001600000, 60942.32774]"
328,"[1721088000000, 64835.48973]"
329,"[1721174400000, 65162.23625]"
330,"[1721260800000, 64136.31384]"
331,"[1721347200000, 63959.56901]"
332,"[1721433600000, 66689.54881]"
333,"[1721520000000, 67206.06471]"
334,"[1721606400000, 68088.13996]"
335,"[1721692800000, 67607.7134]"
336,"[1721779200000, 65942.41747]"
337,"[1721865600000, 65403.53513]"
338,"[1721952000000, 65749.96362]"
339,"[1722038400000, 67920.29649]"
340,"[1722124800000, 68055.40839]"
341,"[1722211200000, 68242.24744]"
342,"[1722297600000, 66770.32092]"
343,"[1722384000000, 66219.05102]"
344,"[1722470400000, 64679.77865]"
345,"[1722556800000, 65357.52961]"
346,"[1722643200000, 61407.29547]"
347,"[1722729600000, 60738.74493]"
348,"[1722816000000, 58006.20659]"
349,"[1722902400000, 53956.26184]"
350,"[1722988800000, 55959.84107]"
351,"[1723075200000, 55099.95181]"
352,"[1723161600000, 61859.0316]"
353,"[1723248000000, 60912.58853]"
354,"[1723334400000, 60887.70862]"
355,"[1723420800000, 58804.2345]"
356,"[1723507200000, 59350.07433]"
357,"[1723593600000, 60601.22318]"
358,"[1723680000000, 58739.19382]"
359,"[1723766400000, 57624.11693]"
360,"[1723852800000, 58881.92579]"
361,"[1723939200000, 59430.79163]"
362,"[1724025600000, 58438.29374]"
363,"[1724112000000, 59574.94581]"
364,"[1724198400000, 59060.1261]"
