,prices
177,"[1707955200000, 0.08548]"
178,"[1708041600000, 0.0854]"
179,"[1708128000000, 0.08598]"
180,"[1708214400000, 0.0836]"
181,"[1708300800000, 0.08519]"
182,"[1708387200000, 0.08937]"
183,"[1708473600000, 0.08614]"
184,"[1708560000000, 0.08464]"
185,"[1708646400000, 0.08417]"
186,"[1708732800000, 0.08446]"
187,"[1708819200000, 0.0861]"
188,"[1708905600000, 0.08611]"
189,"[1708992000000, 0.08935]"
190,"[1709078400000, 0.09823]"
191,"[1709164800000, 0.11663]"
192,"[1709251200000, 0.11802]"
193,"[1709337600000, 0.13902]"
194,"[1709424000000, 0.14276]"
195,"[1709510400000, 0.15391]"
196,"[1709596800000, 0.18248]"
197,"[1709683200000, 0.15577]"
198,"[1709769600000, 0.15827]"
199,"[1709856000000, 0.15783]"
200,"[1709942400000, 0.16491]"
201,"[1710028800000, 0.17961]"
202,"[1710115200000, 0.16947]"
203,"[1710201600000, 0.18234]"
204,"[1710288000000, 0.16818]"
205,"[1710374400000, 0.16908]"
206,"[1710460800000, 0.17737]"
207,"[1710547200000, 0.16328]"
208,"[1710633600000, 0.14204]"
209,"[1710720000000, 0.15413]"
210,"[1710806400000, 0.14406]"
211,"[1710892800000, 0.12847]"
212,"[1710979200000, 0.1513]"
213,"[1711065600000, 0.1556]"
214,"[1711152000000, 0.15209]"
215,"[1711238400000, 0.16245]"
216,"[1711324800000, 0.17665]"
217,"[1711411200000, 0.17506]"
218,"[1711497600000, 0.18253]"
219,"[1711584000000, 0.18966]"
220,"[1711670400000, 0.2199]"
221,"[1711756800000, 0.21312]"
222,"[1711843200000, 0.19989]"
223,"[1711929600000, 0.22025]"
224,"[1712016000000, 0.20577]"
225,"[1712102400000, 0.18254]"
226,"[1712188800000, 0.1756]"
227,"[1712275200000, 0.17985]"
228,"[1712361600000, 0.17803]"
229,"[1712448000000, 0.18569]"
230,"[1712534400000, 0.1995]"
231,"[1712620800000, 0.20273]"
232,"[1712707200000, 0.18893]"
233,"[1712793600000, 0.19961]"
234,"[1712880000000, 0.19411]"
235,"[1712966400000, 0.1748]"
236,"[1713052800000, 0.15387]"
237,"[1713139200000, 0.1625]"
238,"[1713225600000, 0.16171]"
239,"[1713312000000, 0.15591]"
240,"[1713398400000, 0.14789]"
241,"[1713484800000, 0.15196]"
242,"[1713571200000, 0.15604]"
243,"[1713657600000, 0.16259]"
244,"[1713744000000, 0.15813]"
245,"[1713830400000, 0.16116]"
246,"[1713916800000, 0.15992]"
247,"[1714003200000, 0.15131]"
248,"[1714089600000, 0.15154]"
249,"[1714176000000, 0.14783]"
250,"[1714262400000, 0.14797]"
251,"[1714348800000, 0.14667]"
252,"[1714435200000, 0.14346]"
253,"[1714521600000, 0.1334]"
254,"[1714608000000, 0.13019]"
255,"[1714694400000, 0.13223]"
256,"[1714780800000, 0.14599]"
257,"[1714867200000, 0.15995]"
258,"[1714953600000, 0.16087]"
259,"[1715040000000, 0.15654]"
260,"[1715126400000, 0.15026]"
261,"[1715212800000, 0.1435]"
262,"[1715299200000, 0.15208]"
263,"[1715385600000, 0.14405]"
264,"[1715472000000, 0.14281]"
265,"[1715558400000, 0.14116]"
266,"[1715644800000, 0.14842]"
267,"[1715731200000, 0.14542]"
268,"[1715817600000, 0.15571]"
269,"[1715904000000, 0.14971]"
270,"[1715990400000, 0.15567]"
271,"[1716076800000, 0.15298]"
272,"[1716163200000, 0.14905]"
273,"[1716249600000, 0.16524]"
274,"[1716336000000, 0.17077]"
275,"[1716422400000, 0.16611]"
276,"[1716508800000, 0.15962]"
277,"[1716595200000, 0.16354]"
278,"[1716681600000, 0.1729]"
