,prices
319,"[1720224000000, 0.12697]"
320,"[1720310400000, 0.12993]"
321,"[1720396800000, 0.12457]"
322,"[1720483200000, 0.12611]"
323,"[1720569600000, 0.12985]"
324,"[1720656000000, 0.13142]"
325,"[1720742400000, 0.13442]"
326,"[1720828800000, 0.13723]"
327,"[1720915200000, 0.13924]"
328,"[1721001600000, 0.13767]"
329,"[1721088000000, 0.13746]"
330,"[1721174400000, 0.13406]"
331,"[1721260800000, 0.13348]"
332,"[1721347200000, 0.13423]"
333,"[1721433600000, 0.13466]"
334,"[1721520000000, 0.13473]"
335,"[1721606400000, 0.13439]"
336,"[1721692800000, 0.13239]"
337,"[1721779200000, 0.13406]"
338,"[1721865600000, 0.13437]"
339,"[1721952000000, 0.13545]"
340,"[1722038400000, 0.13756]"
341,"[1722124800000, 0.13729]"
342,"[1722211200000, 0.13871]"
343,"[1722297600000, 0.13746]"
344,"[1722384000000, 0.13293]"
345,"[1722470400000, 0.12883]"
346,"[1722556800000, 0.12825]"
347,"[1722643200000, 0.1234]"
348,"[1722729600000, 0.12528]"
349,"[1722816000000, 0.1261]"
350,"[1722902400000, 0.12163]"
351,"[1722988800000, 0.12334]"
352,"[1723075200000, 0.12471]"
353,"[1723161600000, 0.12708]"
354,"[1723248000000, 0.12845]"
355,"[1723334400000, 0.1291]"
356,"[1723420800000, 0.12772]"
357,"[1723507200000, 0.12666]"
358,"[1723593600000, 0.12887]"
359,"[1723680000000, 0.1305]"
360,"[1723766400000, 0.13014]"
361,"[1723852800000, 0.13408]"
362,"[1723939200000, 0.13486]"
363,"[1724025600000, 0.13492]"
364,"[1724112000000, 0.14312]"
