,prices
271,"[1716076800000, 0.99925]"
272,"[1716163200000, 0.99997]"
273,"[1716249600000, 1.00017]"
274,"[1716336000000, 0.99974]"
275,"[1716422400000, 1.00024]"
276,"[1716508800000, 1.00045]"
277,"[1716595200000, 0.99979]"
278,"[1716681600000, 1.00005]"
279,"[1716768000000, 1.0002]"
280,"[1716854400000, 1.00018]"
281,"[1716940800000, 0.99978]"
282,"[1717027200000, 0.99995]"
283,"[1717113600000, 1.00003]"
284,"[1717200000000, 1.00007]"
285,"[1717286400000, 1.00008]"
286,"[1717372800000, 0.9996]"
287,"[1717459200000, 1.00017]"
288,"[1717545600000, 1.00023]"
289,"[1717632000000, 1.00032]"
290,"[1717718400000, 0.99993]"
291,"[1717804800000, 0.99999]"
292,"[1717891200000, 1.00001]"
293,"[1717977600000, 1.00007]"
294,"[1718064000000, 1.00023]"
295,"[1718150400000, 0.99989]"
296,"[1718236800000, 0.99993]"
297,"[1718323200000, 0.99911]"
298,"[1718409600000, 0.9999]"
299,"[1718496000000, 1.00001]"
300,"[1718582400000, 0.9998]"
301,"[1718668800000, 1.00029]"
302,"[1718755200000, 1.00038]"
303,"[1718841600000, 1.00024]"
304,"[1718928000000, 0.99948]"
305,"[1719014400000, 1.00003]"
306,"[1719100800000, 0.99991]"
307,"[1719187200000, 0.99938]"
308,"[1719273600000, 1.00035]"
309,"[1719360000000, 1.00029]"
310,"[1719446400000, 0.99976]"
311,"[1719532800000, 0.99984]"
312,"[1719619200000, 0.99986]"
313,"[1719705600000, 0.99967]"
314,"[1719792000000, 1.00006]"
315,"[1719878400000, 0.99985]"
316,"[1719964800000, 1.00005]"
317,"[1720051200000, 1.00019]"
318,"[1720137600000, 1.00016]"
319,"[1720224000000, 1.00022]"
320,"[1720310400000, 1.00022]"
321,"[1720396800000, 0.99926]"
322,"[1720483200000, 0.99982]"
323,"[1720569600000, 0.99972]"
324,"[1720656000000, 0.99976]"
325,"[1720742400000, 1.00068]"
326,"[1720828800000, 1.00013]"
327,"[1720915200000, 0.99955]"
328,"[1721001600000, 0.99966]"
329,"[1721088000000, 1.00052]"
330,"[1721174400000, 1.00007]"
331,"[1721260800000, 0.99921]"
332,"[1721347200000, 0.99978]"
333,"[1721433600000, 0.99983]"
334,"[1721520000000, 1.00002]"
335,"[1721606400000, 1.00079]"
336,"[1721692800000, 1.00005]"
337,"[1721779200000, 0.99998]"
338,"[1721865600000, 1.00024]"
339,"[1721952000000, 1.00031]"
340,"[1722038400000, 1.00024]"
341,"[1722124800000, 0.99982]"
342,"[1722211200000, 1.00021]"
343,"[1722297600000, 0.99897]"
344,"[1722384000000, 1.00001]"
345,"[1722470400000, 1.00021]"
346,"[1722556800000, 1.00021]"
347,"[1722643200000, 0.99968]"
348,"[1722729600000, 1.00032]"
349,"[1722816000000, 0.99741]"
350,"[1722902400000, 0.99818]"
351,"[1722988800000, 0.99963]"
352,"[1723075200000, 0.99992]"
353,"[1723161600000, 1.0007]"
354,"[1723248000000, 1.00152]"
355,"[1723334400000, 0.99997]"
356,"[1723420800000, 0.99983]"
357,"[1723507200000, 0.99997]"
358,"[1723593600000, 1.00049]"
359,"[1723680000000, 0.99985]"
360,"[1723766400000, 0.99996]"
361,"[1723852800000, 0.9995]"
362,"[1723939200000, 0.99993]"
363,"[1724025600000, 0.99828]"
364,"[1724112000000, 1.00083]"
