,prices
168,"[1707177600000, 2298.66991]"
169,"[1707264000000, 2372.76088]"
170,"[1707350400000, 2424.07304]"
171,"[1707436800000, 2420.96856]"
172,"[1707523200000, 2487.8509]"
173,"[1707609600000, 2499.49218]"
174,"[1707696000000, 2505.07681]"
175,"[1707782400000, 2657.99041]"
176,"[1707868800000, 2641.5361]"
177,"[1707955200000, 2780.37297]"
178,"[1708041600000, 2826.82148]"
179,"[1708128000000, 2807.3717]"
180,"[1708214400000, 2788.56133]"
181,"[1708300800000, 2874.94528]"
182,"[1708387200000, 2943.72308]"
183,"[1708473600000, 3015.43895]"
184,"[1708560000000, 2977.08202]"
185,"[1708646400000, 2974.13159]"
186,"[1708732800000, 2926.28591]"
187,"[1708819200000, 2988.31738]"
188,"[1708905600000, 3113.4083]"
189,"[1708992000000, 3173.62995]"
190,"[1709078400000, 3242.04765]"
191,"[1709164800000, 3380.80396]"
192,"[1709251200000, 3347.69047]"
193,"[1709337600000, 3431.752]"
194,"[1709424000000, 3421.89215]"
195,"[1709510400000, 3487.19093]"
196,"[1709596800000, 3634.31107]"
197,"[1709683200000, 3581.53488]"
198,"[1709769600000, 3822.36582]"
199,"[1709856000000, 3861.901]"
200,"[1709942400000, 3893.61388]"
201,"[1710028800000, 3916.04119]"
202,"[1710115200000, 3887.4731]"
203,"[1710201600000, 4070.60407]"
204,"[1710288000000, 3978.68577]"
205,"[1710374400000, 4007.91213]"
206,"[1710460800000, 3879.03837]"
207,"[1710547200000, 3738.38118]"
208,"[1710633600000, 3514.22247]"
209,"[1710720000000, 3643.28035]"
210,"[1710806400000, 3525.89364]"
211,"[1710892800000, 3171.29384]"
212,"[1710979200000, 3515.68843]"
213,"[1711065600000, 3493.43044]"
214,"[1711152000000, 3322.89128]"
215,"[1711238400000, 3353.37124]"
216,"[1711324800000, 3454.25707]"
217,"[1711411200000, 3588.4934]"
218,"[1711497600000, 3591.54853]"
219,"[1711584000000, 3505.21812]"
220,"[1711670400000, 3560.26151]"
221,"[1711756800000, 3516.09606]"
222,"[1711843200000, 3507.66066]"
223,"[1711929600000, 3644.7676]"
224,"[1712016000000, 3508.24772]"
225,"[1712102400000, 3274.9012]"
226,"[1712188800000, 3316.68295]"
227,"[1712275200000, 3332.08984]"
228,"[1712361600000, 3320.28159]"
229,"[1712448000000, 3362.83891]"
230,"[1712534400000, 3453.43613]"
231,"[1712620800000, 3695.23939]"
232,"[1712707200000, 3503.6536]"
233,"[1712793600000, 3539.76306]"
234,"[1712880000000, 3508.5785]"
235,"[1712966400000, 3245.50059]"
236,"[1713052800000, 3022.00579]"
237,"[1713139200000, 3157.68377]"
238,"[1713225600000, 3101.19074]"
239,"[1713312000000, 3083.70601]"
240,"[1713398400000, 2982.61573]"
241,"[1713484800000, 3064.91159]"
242,"[1713571200000, 3065.68256]"
243,"[1713657600000, 3152.19151]"
244,"[1713744000000, 3147.13775]"
245,"[1713830400000, 3199.76959]"
246,"[1713916800000, 3218.96727]"
247,"[1714003200000, 3138.81436]"
248,"[1714089600000, 3157.61932]"
249,"[1714176000000, 3131.41922]"
250,"[1714262400000, 3259.25222]"
251,"[1714348800000, 3259.5034]"
252,"[1714435200000, 3213.689]"
253,"[1714521600000, 3018.54964]"
254,"[1714608000000, 2976.09021]"
255,"[1714694400000, 2988.54865]"
256,"[1714780800000, 3102.15129]"
257,"[1714867200000, 3115.02332]"
258,"[1714953600000, 3136.57511]"
259,"[1715040000000, 3064.5914]"
260,"[1715126400000, 3015.15977]"
261,"[1715212800000, 2975.72697]"
262,"[1715299200000, 3038.3447]"
263,"[1715385600000, 2910.6845]"
264,"[1715472000000, 2908.98278]"
265,"[1715558400000, 2931.31067]"
266,"[1715644800000, 2948.30346]"
267,"[1715731200000, 2881.79599]"
268,"[1715817600000, 3035.75896]"
269,"[1715904000000, 2943.58513]"
270,"[1715990400000, 3095.99684]"
271,"[1716076800000, 3120.54938]"
272,"[1716163200000, 3071.32442]"
273,"[1716249600000, 3656.39009]"
274,"[1716336000000, 3792.48622]"
275,"[1716422400000, 3741.89774]"
276,"[1716508800000, 3766.39809]"
277,"[1716595200000, 3727.06598]"
278,"[1716681600000, 3750.07716]"
279,"[1716768000000, 3825.27796]"
280,"[1716854400000, 3893.39211]"
