2024-08-02 12:04:54.727,64604.6161112339
2024-08-02 13:14:48.981,64577.69967504684
2024-08-02 14:18:24.171,64454.89987171481
2024-08-02 15:00:16.576,63643.178705886974
2024-08-02 16:11:44.166,63420.865118766706
2024-08-02 17:16:32.970,63362.686109651186
2024-08-02 18:00:33.786,63045.10495467909
2024-08-02 19:27:29.635,62799.98379156461
2024-08-02 20:32:48.412,62194.58031168041
2024-08-02 21:26:19.082,62022.838931858605
2024-08-02 22:07:07.256,62033.37243823208
2024-08-02 23:13:28.634,61613.95174407245
2024-08-03 00:11:17.052,61432.842683725976
2024-08-03 01:23:42.825,60704.443827114264
2024-08-03 02:23:31.509,61474.314339142365
2024-08-03 03:23:11.280,61565.257396702924
2024-08-03 04:01:59.875,61780.32197507872
2024-08-03 05:15:31.477,61630.62375172196
2024-08-03 06:14:58.742,61659.76364409607
2024-08-03 07:22:26.447,61708.649582510785
2024-08-03 08:13:35.841,61643.415454258946
2024-08-03 09:08:44.340,61533.55598525428
2024-08-03 10:13:04.451,61714.67435584251
2024-08-03 11:12:55.700,61795.80497075898
2024-08-03 12:22:59.360,61938.83695126013
2024-08-03 13:23:56.790,61898.42857161585
2024-08-03 14:09:53.642,62043.34308752476
2024-08-03 15:23:46.858,61751.920475068335
2024-08-03 16:33:30.049,60743.11330851945
2024-08-03 17:30:03.212,60640.511771375175
2024-08-03 18:00:16.354,60576.84288062203
2024-08-03 19:11:56.678,60237.708892119685
2024-08-03 20:30:14.158,60437.43758674458
2024-08-03 21:17:52.873,60315.13301849382
2024-08-03 22:25:22.773,60600.733873834964
2024-08-03 23:24:22.809,60621.40801219012
2024-08-04 00:25:55.417,60746.87044279332
2024-08-04 01:17:44.169,60559.23012888138
2024-08-04 02:19:21.369,60835.419680071514
2024-08-04 03:14:22.747,60846.0455362433
2024-08-04 04:18:33.566,60684.38109067946
2024-08-04 05:02:32.406,60541.50382413442
2024-08-04 06:10:44.057,60769.05190913926
2024-08-04 07:14:19.141,60747.687015009644
2024-08-04 08:25:41.871,60366.13355439771
2024-08-04 09:12:05.949,60490.25945703675
2024-08-04 10:01:45.566,60686.32463862168
2024-08-04 11:27:38.160,60920.250152970904
2024-08-04 12:19:05.795,60795.27269036916
2024-08-04 13:07:02.881,60941.980063608215
2024-08-04 14:09:43.304,60798.02434232199
2024-08-04 15:15:39.369,59349.20006754411
2024-08-04 16:07:38.916,58959.64100098811
2024-08-04 17:22:14.601,58147.364386578934
2024-08-04 18:16:02.393,57866.503799085
2024-08-04 19:17:21.777,58969.111814217504
2024-08-04 20:21:00.565,59501.137300427734
2024-08-04 21:00:29.315,58984.05335283566
2024-08-04 22:18:49.022,59098.092518146
2024-08-04 23:28:56.490,58536.76642705688
2024-08-05 00:26:18.265,57775.16303729579
2024-08-05 01:26:51.555,54702.15109899909
2024-08-05 02:31:32.479,54384.508385711764
2024-08-05 03:04:52.985,54425.23696422312
2024-08-05 04:14:21.966,54193.83649678529
2024-08-05 05:14:23.904,52590.346499055944
2024-08-05 06:22:55.528,50942.465792781295
2024-08-05 07:31:58.603,52777.877281798945
2024-08-05 08:02:02.383,52675.12807997217
2024-08-05 09:31:12.722,52779.79161676295
2024-08-05 10:05:55.009,52610.72506406195
2024-08-05 11:32:12.060,51544.978580686
2024-08-05 11:36:24.000,50854.61746853596
